client_id,external_client_id
2019082116525100477796,genietalk
2019081917592300627888,fsm-prod
2019080718265500494925,merchant-tictok-skill-games
2019071718463100448914,salesforce-mp
2019071616034500532176,merchan-inox
2019071112002900459121,merchant-sbn-prod
2019070310562500441622,merchant-starquik-prod
2019070213404800671365,fastag-prod-bank
2019062515461700521737,tecops-test-client
2019062417134400657366,busoperator-panel
2019062019415500398412,admanager
2019062019322000528001,merchant-khazana-biryani
2019061811023100426723,merchant-healtharx-prod
2019061215293900376915,merchant-gaana-prod
2019061213011500544044,gp-google-android-prod
2019061115203900383195,paytm-personal-loan-service
2019061115162600554585,paytm-collections-service
2019061115113700623961,paytm-cir-service
2019061017302700359116,merchant-aloha-prod
2019053012401700537081,merchant-indigo
2019051413050500332623,insurance-prod
2019051411042700352796,merchant-power-square
2019051013123600525784,merchant-witzeal-prod
2019050117455500456157,merchant-primemover
2019042612003600510246,bank-catalogue-service
2019042412080200445954,merchant-emoji
2019041711511500492543,merchant-docprime
2019041512291500435153,merchant-skillwin
2019041217554400343710,merchant-banger-tech
2019041215132000477742,merchant-goqii
2019041211260600477288,merchant-ido-sport
2019041019511900459886,pos-be
2019041019470800448987,pos-app-ios
2019041019433800438180,pos-app-android
2019041011304400329013,travel-corp
2019040910462400267723,merchant-keto-garden
2019040516395200402501,gp-pro-android-prod
2019040513405800541465,merchant-spoyl-tech
2019040512504200447241,merchant-wildcraft-india
2019040414244400521868,merchant-seygnux-solutions
2019040216264000441132,merchant-clues-network
2019040216061200384288,channels-admin-panel
2019040215505100385871,notification_Service_prod
2019040211492600317516,catalog-acl
2019040118124000363809,merchant-extranet-be
2019032818364600373971,paytm-money-backend
2019032512444200348302,merchant-xender
2019031515040700411831,fastag-prod
2019031416501000357572,merchant-manash-lifestyle
2019031413152200404253,cst travel panel frontend prod
2019030117290900449964,paytm-forms-prod
2019022517082700418345,merchant-cricplay
2019022515094700203329,merchant--future-fiacre
2019022513374100394159,merchant-manash-lifestyle
2019022512345000391340,merchant-dhfl
2019022118291400325179,merchant-mpl-gaming
2019021910480200430868,merchant-zerotoone
2019021510595700277699,bo-panel-be
2019021414513900377038,ump-automation-internal
2019021311474900358458,merchant-gensol
2019020615163200335086,business-lending-client
2019020518321700250870,u2opia-mobile
2019013116391000281040,merchant-alicloud
2019012517591300327634,prms-client
2019012318315000264249,business-lending
2019012317542100246913,merchant-wcfn
2019012113181200369660,paytm-gg-paytm
2019011715264900249146,merchant-vendiman
2019011116243500198071,merchant-parkwheels
2019011115562900282503,merchant-arvind-lifestyle
2019011016314700231218,bank-oauth-service
2019010715093600320468,movies-market
2019010711221800304283,paytm-bank-mw-epi
2019010216131500290582,merchant-hotstar-novi
2018122616411500273583,merchant-techmash-solutions
2018121812370600258284,merchant-shop-101
2018121812094400228794,paytm-prime-user
2018121414471300241682,merchant-netplay-sports
2018121412171100280133,paytm-enstage
2018121318541100223084,platformplus-perf-testing
2018121213302300188310,merchant-as-justride
2018120717305900196041,subscription-pg-client
2018120619203900211191,paytm-pg-bosspanel
2018120518085200128321,Virtus-Motors
2018120411204900198491,neuu-labs-pvt-ltd
2018120311080500185092,zify-tech-solutions
2018113014043100268761,zoloz
2018112914401600146842,ocl-cif-app
2018112816294300173999,merchant-listing
2018112812124300171473,0a2ee8d0-46dd-11e3-8f96-0800200c9a66
2018112717380700111624,a-m-marketplaces
2018112715332500199401,p-data-service
2018112619132300237769,banglore-metro
2018112612481900218864,edc-pos
2018112218184700217653,merchant-dineout
2018112119124400199962,merchant-ALTT-Associates
2018112116230800125994,info-edge-india-limited
2018112116112800187682,innovatealpha-techventures
2018112112342700116046,urbanclap-merchant
2018111318100600175251,bank-payout
2018110223483400098848,preprod-testing-client3
2018110217181000167985,unified-agent-panel
2018110113295500084449,merchant-yum-restaurants-kfc
2018110112521000142477,merchant-meritnation
2018110112002300181664,merchant-toppr-technologies
2018102914482600166960,chargein-kiosk-private-limited
2018102512100600149308,merchant-faaso-food-service
2018102411511200148064,ocl-cif-panel
2018101618213200143755,merchant-paytm-small-store
2018101516135300094199,merchant-74bc
2018101515074700130500,paytm-wholesale-web
2018101213350500108978,resellertag-untag
2018101212224300076624,merchant-samsung
2018101212082800095714,gameskraft-technologies
2018100313075000098379,merchant-zivame
2018100312054200111162,merchant-magicpin
2018100112304500080197,merchant-tisane-beverages
2018100112221100078974,merchant-street-ride
2018092819224500068573,diy-ppb-web
2018092818115200086100,magicpin
2018092818012500055174,Zivame
2018092511365400158332,pt-testclient-1
2018092412014800141734,merchant-jahasa
2018092018192900051268,picker-app
2018092015255400128032,merchant-knoctowl-technologies
2018091816084900108534,cst-uap-support
2018091716075200042922,merchant-idisha-info
2018091311242800058584,merchant-quickride
2018090716181900075601,merchant-bombaysandwich
2018090712200800064507,merchant-searo-pvt-ltd
2018090418133600035811,paytm-ump2-preprod
2018090418111400075735,merchant-leapmile
2018090414370000061435, merchant-bombaysandwich
2018083116031100036677,merchant-quintillion
2018083114331000021776,swiggy
2018083011441300028886,p-shadow3
2018083011415400010081,p-shadow2
2018083011392400028902,p-shadow1
2018082917543100053859,paytm-developer-preprod
2018082823025000025416,paytm-panel-activity-staging
2018082811530500025133,paytm-developer
2018082412055400000041,merchant-spotify
2018082318510500010021,merchant-sodexo
2018082315421400010001,merchant-paycraft-solutions
2018082315342300010071,merchant-ppb-app
2018082110525400010051,merchant-adyen
2018082012281400000031,market-fulfillment-mall
2018081418042900000051,domestic-remmitance
2018081412230400000061,merchant-63ideas
2018081319231500000061,paytm-ump2
2018080613033700020155,merchant-galactus-funware
2018073116021500953374,merchant-baav-transport
2018073022473600000001,preprod-testing-client2
2018072618062000010051,merchant-wavedio
2018072522421900000011,preprod-testing
2018072513385401294568,Merchant-Business-App-IOS
2018072513223600938375,Merchant-Android-Business-App
2018071918543600965341,merchant-grabbngo
2018071610342600941600,merchant-dlf
2018071112393201057439,merchant-netmeds
2018071111435500945410,merchant-ace2three
2018070518551400926801,paytm-cloud
2018070516291000670192,paytm-wholesale-app
2018070416565901050884,merchant-emergent-turnitin
2018062817125601138024,merchant-abralin
2018062617492800891007,merchant-delectable
2018062617122000872203,merchant-yum
2018062615073901247169,merchant-bigtree
2018062512314501045934,merchant-gambit
2018062112523200901271,merchant-1-mg
2018061913491701234962,paytm-oauth-cst-diy-new
2018061315230600860201,paytm-travel-cst
2018061313360201111921,merchant-vogo-automotive-new
2018061110325701207461,merchant-motocruizer
2018060619163500842302,merchant-hcl
2018053115344100823106,merchant-zepo
2018053020072601094828,merchant-kfc
2018053017100501008538,merchant-automattic
2018052518452000889811,merchant-sheroes
2018051817093200804409,paytm-money
2018051812361000992735,paytm-condivision-solutions
2018051617100800975239,loans-tech
2018051615585800845411,merchant-catbus
2018051516472101057027,paytm-salt
2018051111270700835110,paytm-game-pind
2018050917282501008981,merchant-pooltoo
2018050816160200875773,merchant-swadeshi-taxi
2018050814345700859554,merchant-foodpanda
2018050814195200991486,paytm-transportation
2018050812420400793800,merchant-zoylo
2018042315185800775709,merchant-eat-good
2018042012230001196467,merchant-novo-cura
2018042011065200947135,merchant-shopsense-retail
2018041718015201181068,merchant-dmrc
2018041315575701166662,merchant-birlasoftware
2018041212365501038128,paytm-notification
2018041111051800978188,corporate-banking-panel
2018041016265100830956,merchant-daalchini-tech
2018041016040900963985,standing-instruction
2018041012400500854240,merchant-travelyaari-mantis
2018040917405600836242,paytm-risk
2018033015114701023121,paytm-ump-preprod
2018032915010900746111,merchant-metanoia-foods
2018032814501500733402,merchant-godel-tech
2018032618025801033764,paytm-web-secure
2018032617501100870932,paytm-wallet-proxy-secure
2018032310142400922627,paytm-pos-internal
2018031918350200549792,paytm-blr-b2b
2018030911580900652000,merchant-spi-cinemas
2018030717123200744747,paytm-payout
2018030620112500534991,noLoginMinKyc
2018030619480700633402,paytm-noLoginMinKyc
2018022712054701018264,merchant-bright-lifecare
2018022218074400815231,merchant-sasta-sundar
2018021615451501003066,merchant-ferns-petal
2018021218073600730342,paytm-forex
2018021214532500877728,merchant-insider
2018021112385100646416,merchant-smartshift
2018020611035600841224,merchant-gocaar-staging
2018020113171200705442,market-app-ios
2018013118141200825020,merchant-saavn-media
2018013117553700813420,paytm-wallet-test-s2s
2018013016193400697958,merchant-yumyumsouth
2018012512452200685943,paytm-hotels-cst
2018011917282400523991,paytm-business-app-ios
2018011711321100609608,merchant-coffee-day
2018011710484400811085,merchant-convipay
2018011611042600682959,merchant-e2z
2018011514170100791231,merchant-spencers-ratail
2018011215381500902160,bo-panel
2018010814192300890961,merchant-wundercar
2018010517463200602619,merchant-ofo
2018010414171700510694,paytm-user-module-kyr
2018010311145400497091,merchant-firstcry
2018010217551800876166,merchant-rummycircle
2017121916255200772336,merchant-voonik
2017121819084500779129,paytm-onboarding-panel
2017121815455100447094,paytm-chatbot
2017121516565300760174,bank-transfer
2017121314453200563806,merchant-extranet
2017121314291900761727,merchant-golden-gate-web
2017121111211300630157,paytm-bustech
2017120811535400742128,merchant-wynk
2017120715095000753089,paytm-tollenc-id
2017113016161400832660,paytm-bank-ivr-client
2017113012094400734282,merchant-khati
2017112917515500815463,merchant-taski-cabs
2017112912542100531618,paytm-directedsend
2017112717552800553209,Paytm-Secure-Business-app
2017112716370600795765,merchant-box8
2017112716353900779861,merchant-mojopizza
2017112216192700685738,merchant-axisrooms
2017112117162100519015,merchant-mobycy
2017111716241500722289,merchant-dunzo
2017111614575800519200,merchant-lynks-logistics
2017111613251000760769,merchant-jabong
2017111512592600505300,merchant-iride-tech
2017110912335200744569,paytm-signal-api-prod
2017110616362900679378,merchant-justickets
2017110613203700689283,merchant-nykaa
2017110118465600669074,pg-plus-express
2017110115552300730564,merchant-connexi-tech
2017102313104400631739,paytm-salesforce
2017102311543400725420,merchant-sancheti-projects
2017101612455700600636,paytm-business
2017101118285500557240,merchant-timesinternet
2017100618302300610652,merchant-healthie
2017100517395000678661,merchant-idea-cellular
2017100416440200593455,paytm-seller-subwallet
2017100317571200489403,merchant-lt-metro
2017100313062700697929,paytm-loan-consumer
2017100311120300476608,merchant-xenops
2017092814030400613471,paytm-business-app
2017092811191700678660,merchant-alcord-info
2017092711360300435714,merchant-dream11com
2017092710520700526945,paytm-upi
2017092617043300660766,merchant-mcdonalds
2017092515432400619681,paytm-mkt-merchant
2017091815031600418513,merchant-usl-technologies
2017091517261900229743,paytm-ff-bank
2017091417121000595974,merchant-scootsy
2017091417121000183836,paytm-recharges-application
2017090619472200284740,merchant-tata-docomo
2017090619465700407919,merchant-wickedride-adventure
2017090122190100188802,telco-verifiedSignups-dealsnperks
2017090121261000663822,paytm-reseller
2017090121260900647660,merchant-cheep
2017090121260900583176,merchant-nearex
2017090121260900389398,merchant-vodafone
2017090121260900551339,merchant-genie
2017090121260900534958,merchant-hotstar
2017090121260900377511,merchant-radhashree-roadsters
2017090121260900637826,merchant-magicseva
2017090121260800575886,paytm-cst-proxy
2017090121260800555985,merchant-voler-car
2017090121260800057350,merchant-addval-solutions
2017090121260800201338,paytm-ckyc
2017090121260800200893,merchant-nearbuy
2017090121260800088549,merchant-actcorp
2017090121260800269843,paytmmall-cst
2017090121260700450507,merchant-innerchef
2017090121260700620126,merchant-calljacktech
2017090121260700511936,paytm-insurance-proxy
2017090121260700000331,merchant-ridlr
2017090121260700496335,merchant-google
2017090121260700000330,merchant-niki
2017090121260700481638,merchant-curefit
2017090121260600376796,one97-power-play
2017090121260600229741,paytm-walletaml-alerts
2017090121260600196879,merchant-yupp-tv
2017090121260600604221,merchant-avis
2017090121260600028843,merchant-instavans-logistics
2017090121260600421609,merchant-hicabs
2017090121260500636469,merchant-reliance-jio
2017090121260500382937,paytm-bank-panel
2017090121260500211374,merchant-makkal-auto
2017090121260500509779,paytm-granter-panel
2017090121260500608761,merchant-hornok-ecommerce
2017090121260400039930,paytm-merchant-ops
2017090121260400465431,paytm-digital-card-service
2017090121260400288015,paytm-wallet-proxy
2017090121260300362694,merchant-bigbasket
2017090121260300449457,paytm-cst-panel
2017090121260300375075,merchant-mcafee
2017090121260300261278,merchant-4iBiz-techno-solutions
2017090121260300591561,merchant-pvr-app
2017090121260300538481,merchant-savis-retail
2017090121260300436237,merchant-konsult-app
2017090121260200571762,paytm-pan
2017090121260200349794,paytm-labs-social-graph
2017090121260200403651,merchant-kbiketaxi
2017090121260100563579,paytm-kyc
2017090121260100417832,merchant-sun-telematics
2017090121260100261277,paytm-digital-credit
2017090121260100372004,merchant-foodvista
2017090121260100497267,o2o-affiliation
2017090121260100493221,merchant-trustpool-technologies
2017090121260000361810,merchant-food-panda
2017090121260000406830,merchant-effkon
2017090121260000320942,merchant-nowfloats-technologies
2017090121260000473349,paytm-gift-cards
2017090121260000000364,quizwin-web
2017090121260000386058,Paytm-service-pg
2017090121260000000302,merchant-nba-tech-solutions
2017090121255900375222,merchant-ntlindia
2017090121255900383802,mall-web
2017090121255900010285,mall-app
2017090121255900473572,merchant-bobblehead-tech
2017090121255900475426,merchant-samsung-pay-revoke
2017090121255900535779,market-search-app
2017090121255800556564,merchant-careclues-technologies
2017090121255800367354,merchant-drop-fleet-solutions
2017090121255800320989,merchant-yeldi
2017090121255800463421,merchant-utoo-cabs
2017090121255800040962,market-catalog-fallback
2017090121255800024204,merchant-phasorz-prod
2017090121255700451923,merchant-rxprism-prod
2017090121255700322299,merchant-kycoauth-prod
2017090121255700351115,merchant-twigly-prod
2017090121255700537468,merchant-urbanclap
2017090121255700363030,merchant-jktyres-prod
2017090121255600263784,merchant-delightful-gourmet
2017090121255600057259,merchant-dominos-prod
2017090121255600524460,paytm-bank-casa-ff
2017090121255600341607,paytm-bank-middleware
2017090121255600409680,merchant-bottle-lab
2017090121255500071714,IVR-passcode-dynamic
2017090121255500350851,paytm-pg-accept-payment
2017090121255500338416,merchant-rapido
2017090121255500141474,merchant-samsung-pay
2017090121255400370340,merchant-quikr
2017090121255400138349,merchant-divrt
2017090121255400492077,IVR-passcode
2017090121255400308294,merchant-zoomcar
2017090121255400297595,merchant-sms-taxicabs
2017090121255400145964,security-team
2017090121255300497266,merchant-mad-route
2017090121255300412928,mayassar-panel
2017090121255300403845,merchant-redbus
2017090121255300324804,merchant-epaisa
2017090121255200332738,merchant-redtaxi
2017090121255200463067,bank-consent-promocode
2017090121255200293753,merchant-practo
2017090121255200318730,merchant-driverskart
2017090121255200010201,merchant-driku
2017090121255100281457,merchant-coraza
2017090121255100310400,merchant-jyopal
2017090121255100143227,merchant-pvr
2017090121255100449887,merchant-fast-track
2017090121255000010246,merchant-morpho
2017090121255000386749,merchant-bookyourgym-fitness
2017090121254900473571,merchant-telenor
2017090121254900266250,merchant-paniwala
2017090121254900283502,merchant-drishti-managers
2017090121254800183856,incent-app
2017090121254800328774,merchant-groupon
2017090121254800344825,merchant-shastry-enterprises
2017090121254800419162,merchant-satori-health
2017090121254800286691,merchant-naaptol
2017090121254700436973,merchant-golden-gate-app
2017090121254700200892,merchant-golden-gate
2017090121254700426773,merchant-mobi-serve
2017090121254700409589,merchant-ivr
2017090121254700288014,merchant-kyros
2017090121254600254803,paytm-unified-merchant-panel
2017090121254600390484,merchant-am-infotech
2017090121254600378980,merchant-ozone
2017090121254500257392,merchant-grofers
2017090121254500138348,merchant-juggernaut
2017090121254500242002,merchant-airtel
2017090121254500375067,merchant-iocl
2017090121254400375074,merchant-salesforce
2017090121254400364272,merchant-ibibo
2017090121254400361580,merchant-swiggy
2017090121254400259446,merchant-resfeber
2017090121254400243762,merchant-sarvaloka
2017090121254300347187,paytm-logistics-admin
2017090121254300051082,merchant-vserv
2017090121254300251081,paytm-wallet
2017090121254300230910,merchant-shuttl
2017090121254300217714,merchant-Oravel
2017090121254300285231,merchant-blackcotton
2017090121254300358461,merchant-pool-circle
2017090121254200336348,merchant-hatchery
2017090121254100340164,merchant-acefenders-mtaxi
2017090121254100324061,paytm-wallet-merchant-app
2017090121254000207169,merchant-trailmark
2017090121254000304561,merchant-mi-incent
2017090121254000204011,merchant-birds-eye-system
2017090121254000200209,merchant-explara
2017090121253900048247,merchant-socomo
2017090121253900213105,merchant-docSuggest
2017090121253900158177,merchant-dineOut
2017090121253900241297,merchant-emvito
2017090121253800000223,merchant-magictiger
2017090121253800306582,merchant-naxr-logistics
2017090121253800288285,marketplace-merchant-proxy
2017090121253700328773,merchant-noroc-solutions
2017090121253700196877,pg-merchant-panel
2017090121253600311878,panel_test
2017090121253600188801,merchant-teilen
2017090121253600293271,merchant-meru-p2p
2017090121253500237231,paytm-pg-mfa
2017090121253500263783,merchant-peppertap
2017090121253500260026,merchant-phyzo
2017090121253500251080,quizwin-app
2017090121253500257033,merchant-zomato
2017090121253400261276,merchant-little
2017090121253400214883,merchant-meru-cabs
2017090121253400070905,paytm-D2C-contest
2017090121253300262762,paytm-pg-no-cookie
2017090121253300180488,paytm-pg-neft
2017090121253300269842,merchant-taxiForSure
2017090121253300072835,paytm-goBig-v3
2017090121253200135608,paytm-express-app
2017090121253200102304,telco-verifiedSignups-click2call
2017090121253200225126,pg-irctc
2017090121253100201337,merchant-megacab
2017090121253100259445,merchant-vodafone-obd
2017090121253000138347,paytm-wallet-ios-app
2017090121253000183833,merchant-kartrocket
2017090121253000211926,one97-obd
2017090121252900174419,merchant-onigrid
2017090121252900169680,merchant-printasia
2017090121252800207168,oauth-admin-panel
2017090121252800229740,merchant-browntape
2017090121252700184173,merchant-suksh
2017090121252700040960,paytm-c2c
2017090121252700160961,paytm-pg-client-sso
2017090121252600010158,merchant-uber
2017090121252600133189,merchant-unicommerce
2017090121252600192122,fashionara
2017090121252500217940,delhivery
2017090121252500022683,paytm-wallet-panel
2017090121252400202441,clear-tax
2017090121252400125812,paytm-merchant-panel
2017090121252400135797,market-admin
2017090121252300094350,paytm-pg-client
2017090121252200104388,market-ff-wallet
2017090121252100158172,PayWithPaytm
2017090121252100126426,retailer-hoppr
2017090121252100070481,paytm-sso
2017090121252000129170,paytm-adminPanel
2017090121251900129566,market-staging_disabled
2017090121251900111468,retailer-mma
2017090121251800096070,retailer-tinyMogul
2017090121251800084872,retailer-hike
2017090121251700103694,paytm-bargain
2017090121251700100227,paytm-ins_disabled
2017090121251700085138,market-app
2017090121251600071713,market-fulfillment
2017090121251500069566,market-cart
2017090121251500069971,paytm-fulfillmentrecharge
2017090121251400070901,paytm-marketMerchant
2017090121251400087861,paytm-promoAdmin
2017090121251300051080,paytm-sms
2017090121251300038407,paytm-ivr
2017090121251200042022,paytm-merchant
2017090121251100040869,paytm-app
2017090121250800022158,paytm-highend
2017090121250500010051,paytm-lowend
2017090121250100000021,paytm-web
2017090121050400000091,paytm-qa